Part_Desc_,Rework,Work_Order_Qty,Case ID,label,Activity,Resource,Report_Type,Resource.1,Qty_Completed,Qty_for_MRB,activity_duration,Complete Timestamp,timesincemidnight,month,weekday,hour,timesincelastevent,timesincecasestart,event_nr,open_cases
Ballnut,missing,12.0,Case269,regular,Round Grinding - Machine 12,ID4528,S,Machine 12 - Grinding,0.0,0.0,56.0,2012-01-26 09:31:00,571.0,1.0,3.0,9.0,583.0,24001.0,15.0,33.0
Cable Head,Y,17.0,Case185,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,7.0,0.0,120.0,2012-01-26 10:00:00,600.0,1.0,3.0,10.0,25703.0,33645.0,9.0,33.0
Flange Bolt,missing,13.0,Case235,deviant,Turning & Milling Q.C.,ID4163,S,Quality Check 1,0.0,0.0,60.0,2012-01-26 10:00:00,600.0,1.0,3.0,10.0,80.0,14148.0,12.0,33.0
Spur Gear,missing,69.0,Case12,regular,Turning - Machine 9,ID4132,S,Machine 9 - Turning & Milling,1.0,0.0,112.0,2012-01-26 10:09:00,609.0,1.0,3.0,10.0,189.0,189.0,2.0,33.0
Ballnut,missing,12.0,Case269,regular,Round Grinding - Machine 12,ID4528,D,Machine 12 - Grinding,12.0,0.0,79.0,2012-01-26 10:51:00,651.0,1.0,3.0,10.0,80.0,24081.0,16.0,33.0
other,missing,35.0,Case268,deviant,Turning & Milling - Machine 8,ID0997,S,Machine 8 - Turning & Milling,0.0,0.0,248.0,2012-01-26 11:34:00,694.0,1.0,3.0,11.0,134.0,1126.0,5.0,33.0
Spur Gear,missing,69.0,Case12,regular,Turning Q.C.,ID4618,D,Quality Check 1,0.0,0.0,46.0,2012-01-26 11:57:00,717.0,1.0,3.0,11.0,108.0,297.0,3.0,33.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,0.0,0.0,170.0,2012-01-26 12:50:00,770.0,1.0,3.0,12.0,367.0,11959.0,51.0,33.0
Ballnut,missing,12.0,Case252,regular,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,10.0,0.0,413.0,2012-01-26 13:55:00,835.0,1.0,3.0,13.0,1838.0,3278.0,5.0,33.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,0.0,0.0,40.0,2012-01-26 14:00:00,840.0,1.0,3.0,14.0,70.0,12029.0,52.0,33.0
Cable Head,missing,185.0,Case225,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,0.0,0.0,238.0,2012-01-26 14:50:00,890.0,1.0,3.0,14.0,3797.0,30178.0,22.0,33.0
Ballnut,missing,12.0,Case252,regular,Turning & Milling Q.C.,ID4618,D,Quality Check 1,12.0,0.0,2.0,2012-01-26 15:20:00,920.0,1.0,3.0,15.0,85.0,3363.0,6.0,33.0
Punch Holder,missing,350.0,Case267,deviant,Wire Cut - Machine 13,other,D,Wire Cut - Machine 13,40.0,0.0,450.0,2012-01-26 15:30:00,930.0,1.0,3.0,15.0,1470.0,30092.0,34.0,33.0
Cable Head,missing,185.0,Case225,deviant,other,other,D,other,10.0,0.0,300.0,2012-01-26 15:30:00,930.0,1.0,3.0,15.0,40.0,30218.0,23.0,33.0
Flange Bolt,missing,13.0,Case235,deviant,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,3.0,0.0,336.0,2012-01-26 15:46:00,946.0,1.0,3.0,15.0,346.0,14494.0,13.0,33.0
Punch Plate,missing,170.0,Case20,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,54.0,0.0,455.0,2012-01-26 15:56:00,956.0,1.0,3.0,15.0,1826.0,15950.0,16.0,33.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,34.0,0.0,557.0,2012-01-26 16:01:00,961.0,1.0,3.0,16.0,121.0,12150.0,53.0,33.0
other,missing,35.0,Case268,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,16.0,0.0,266.0,2012-01-26 16:01:00,961.0,1.0,3.0,16.0,267.0,1393.0,6.0,33.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling - Machine 6,ID4794,S,Machine 6 - Turning & Milling,0.0,0.0,128.0,2012-01-26 16:03:00,963.0,1.0,3.0,16.0,3403.0,25053.0,12.0,33.0
Housing,missing,400.0,Case32,deviant,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,3.0,0.0,532.0,2012-01-26 16:16:00,976.0,1.0,3.0,16.0,572.0,2911.0,4.0,33.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,3.0,0.0,60.0,2012-01-26 16:38:00,998.0,1.0,3.0,16.0,0.0,12187.0,54.0,33.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling - Machine 5,ID4167,D,Machine 5 - Turning & Milling,0.0,0.0,1.0,2012-01-26 16:38:00,998.0,1.0,3.0,16.0,37.0,12187.0,55.0,33.0
Flange Bolt,missing,13.0,Case235,deviant,Turning & Milling Q.C.,ID4163,S,Quality Check 1,0.0,0.0,90.0,2012-01-26 18:00:00,1080.0,1.0,3.0,18.0,134.0,14628.0,14.0,33.0
Spur Gear,missing,69.0,Case12,regular,Turning - Machine 9,ID4132,D,Machine 9 - Turning & Milling,7.0,0.0,509.0,2012-01-26 20:29:00,1229.0,1.0,3.0,20.0,512.0,809.0,4.0,33.0
Punch Plate,missing,170.0,Case20,deviant,Round Grinding - Machine 3,ID4355,D,Machine 3 - Round Grinding,60.0,0.0,438.0,2012-01-26 23:24:00,1404.0,1.0,3.0,23.0,448.0,16398.0,17.0,33.0
other,missing,35.0,Case268,deviant,Turning & Milling - Machine 8,ID4872,D,Machine 8 - Turning & Milling,11.0,0.0,317.0,2012-01-26 23:35:00,1415.0,1.0,3.0,23.0,454.0,1847.0,7.0,33.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling - Machine 5,ID4167,D,Machine 5 - Turning & Milling,28.0,0.0,425.0,2012-01-26 23:44:00,1424.0,1.0,3.0,23.0,426.0,12613.0,56.0,33.0
Housing,missing,400.0,Case32,deviant,Turning & Milling - Machine 5,ID4167,S,Machine 5 - Turning & Milling,1.0,0.0,425.0,2012-01-26 23:45:00,1425.0,1.0,3.0,23.0,449.0,3360.0,5.0,33.0
Punch Holder,missing,350.0,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,45.0,0.0,480.0,2012-01-27 00:00:00,0.0,1.0,4.0,0.0,510.0,30602.0,35.0,33.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling - Machine 6,ID4529,S,Machine 6 - Turning & Milling,1.0,0.0,324.0,2012-01-27 01:44:00,104.0,1.0,4.0,1.0,581.0,25634.0,13.0,33.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling - Machine 5,ID4529,D,Machine 5 - Turning & Milling,0.0,0.0,1.0,2012-01-27 01:45:00,105.0,1.0,4.0,1.0,121.0,12734.0,57.0,33.0
Flange Bolt,missing,13.0,Case235,deviant,Turning & Milling - Machine 10,ID4641,D,Machine 10 - Grinding,4.0,0.0,543.0,2012-01-27 05:36:00,336.0,1.0,4.0,5.0,696.0,15324.0,15.0,33.0
Spur Gear,missing,69.0,Case12,regular,Turning - Machine 9,ID4641,D,Machine 9 - Turning & Milling,14.0,0.0,587.0,2012-01-27 06:18:00,378.0,1.0,4.0,6.0,589.0,1398.0,5.0,33.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling - Machine 4,ID4529,D,Machine 4 - Turning & Milling,20.0,0.0,276.0,2012-01-27 06:21:00,381.0,1.0,4.0,6.0,276.0,13010.0,58.0,33.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,13.0,0.0,278.0,2012-01-27 06:21:00,381.0,1.0,4.0,6.0,277.0,25911.0,14.0,33.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,31.0,2012-01-27 07:21:00,441.0,1.0,4.0,7.0,60.0,25971.0,15.0,33.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,15.0,2012-01-27 07:37:00,457.0,1.0,4.0,7.0,16.0,25987.0,16.0,33.0
Cable Head,missing,200.0,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0.0,5.0,71.0,2012-01-27 08:00:00,480.0,1.0,4.0,8.0,2639.0,35910.0,23.0,33.0
Ballnut,missing,12.0,Case252,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,12.0,0.0,20.0,2012-01-27 08:20:00,500.0,1.0,4.0,8.0,1020.0,4383.0,7.0,33.0
Plug,missing,13.0,Case25,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,13.0,0.0,100.0,2012-01-27 08:40:00,520.0,1.0,4.0,8.0,2840.0,11294.0,7.0,33.0
Ballnut,missing,12.0,Case252,regular,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,12.0,0.0,100.0,2012-01-27 10:00:00,600.0,1.0,4.0,10.0,100.0,4483.0,8.0,33.0
Punch Plate,missing,170.0,Case20,deviant,Round Grinding - Machine 3,ID0420,D,Machine 3 - Round Grinding,25.0,0.0,188.0,2012-01-27 10:00:00,600.0,1.0,4.0,10.0,636.0,17034.0,18.0,33.0
Housing,missing,400.0,Case32,deviant,Turning & Milling Q.C.,ID4493,D,Quality Check 1,0.0,0.0,121.0,2012-01-27 10:02:00,602.0,1.0,4.0,10.0,617.0,3977.0,6.0,33.0
Spur Gear,missing,20.0,Case41,regular,other,ID0998,D,Machine 11 - Grinding,20.0,0.0,30.0,2012-01-27 10:30:00,630.0,1.0,4.0,10.0,2066.0,2835.0,6.0,33.0
Flange Bolt,missing,13.0,Case235,deviant,Milling - Machine 16,ID4326,D,Machine 16 - Milling,0.0,0.0,330.0,2012-01-27 12:30:00,750.0,1.0,4.0,12.0,414.0,15738.0,16.0,32.0
Punch Holder,missing,350.0,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,30.0,0.0,330.0,2012-01-27 12:30:00,750.0,1.0,4.0,12.0,750.0,31352.0,36.0,32.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,182.0,0.0,224.0,2012-01-27 12:44:00,764.0,1.0,4.0,12.0,383.0,13393.0,59.0,32.0
Ballnut,missing,24.0,Case229,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0.0,0.0,166.0,2012-01-27 12:46:00,766.0,1.0,4.0,12.0,2724.0,7196.0,9.0,32.0
Spur Gear,missing,69.0,Case12,regular,Turning - Machine 9,ID3846,D,Machine 9 - Turning & Milling,15.0,0.0,347.0,2012-01-27 12:51:00,771.0,1.0,4.0,12.0,393.0,1791.0,6.0,32.0
Housing,missing,400.0,Case32,deviant,Turning & Milling - Machine 5,ID4429,S,Machine 5 - Turning & Milling,5.0,0.0,366.0,2012-01-27 12:55:00,775.0,1.0,4.0,12.0,173.0,4150.0,7.0,32.0
Ballnut,missing,12.0,Case252,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,0.0,0.0,37.0,2012-01-27 12:57:00,777.0,1.0,4.0,12.0,177.0,4660.0,9.0,32.0
Spur Gear,missing,251.0,Case10,deviant,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,100.0,0.0,150.0,2012-01-27 13:00:00,780.0,1.0,4.0,13.0,2811.0,14515.0,20.0,32.0
Ballnut,missing,16.0,Case239,regular,Final Inspection Q.C.,ID4618,D,Quality Check 1,16.0,0.0,75.0,2012-01-27 13:15:00,795.0,1.0,4.0,13.0,2593.0,17677.0,11.0,32.0
Housing,missing,400.0,Case32,deviant,Turning & Milling Q.C.,ID4493,D,Quality Check 1,0.0,0.0,347.0,2012-01-27 18:00:00,1080.0,1.0,4.0,18.0,305.0,4455.0,8.0,32.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,20.0,0.0,360.0,2012-01-28 18:00:00,1080.0,1.0,5.0,18.0,2063.0,28050.0,17.0,32.0
Housing,missing,400.0,Case32,deviant,Turning & Milling - Machine 5,ID4794,D,Machine 5 - Turning & Milling,30.0,0.0,601.0,2012-01-28 22:11:00,1331.0,1.0,5.0,22.0,1691.0,6146.0,9.0,32.0
Cable Head,missing,200.0,Case187,deviant,Round Grinding - Machine 3,ID4385,D,Machine 3 - Round Grinding,7.0,0.0,75.0,2012-01-29 01:15:00,75.0,1.0,6.0,1.0,2475.0,38385.0,24.0,33.0
Ballnut,missing,10.0,Case46,regular,Turning & Milling - Machine 6,ID4429,S,Machine 6 - Turning & Milling,0.0,0.0,75.0,2012-01-29 01:15:00,75.0,1.0,6.0,1.0,0.0,0.0,1.0,33.0
other,missing,35.0,Case268,deviant,Turning & Milling Q.C.,ID4287,D,Quality Check 1,34.0,0.0,75.0,2012-01-29 01:15:00,75.0,1.0,6.0,1.0,2980.0,4827.0,8.0,33.0
Housing,missing,400.0,Case32,deviant,Turning & Milling - Machine 5,ID4794,D,Machine 5 - Turning & Milling,20.0,0.0,1072.0,2012-01-29 06:52:00,412.0,1.0,6.0,6.0,521.0,6667.0,10.0,32.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,14.0,0.0,1072.0,2012-01-29 06:52:00,412.0,1.0,6.0,6.0,772.0,28822.0,18.0,32.0
Cable Head,missing,200.0,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0.0,0.0,15.0,2012-01-29 07:05:00,425.0,1.0,6.0,7.0,350.0,38735.0,25.0,32.0
Cable Head,missing,200.0,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,119.0,0.0,9.0,2012-01-29 07:14:00,434.0,1.0,6.0,7.0,9.0,38744.0,26.0,32.0
Ballnut,missing,12.0,Case252,regular,Final Inspection Q.C.,ID4493,D,Quality Check 1,12.0,0.0,1.0,2012-01-29 07:22:00,442.0,1.0,6.0,7.0,2545.0,7205.0,10.0,32.0
Spur Gear,missing,20.0,Case41,regular,Turning & Milling Q.C.,ID4493,D,Quality Check 1,20.0,0.0,75.0,2012-01-29 08:35:00,515.0,1.0,6.0,8.0,2765.0,5600.0,7.0,32.0
Ballnut,missing,12.0,Case269,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0.0,0.0,100.0,2012-01-29 08:40:00,520.0,1.0,6.0,8.0,4189.0,28270.0,17.0,32.0
Plug,missing,13.0,Case25,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,13.0,0.0,24.0,2012-01-29 09:26:00,566.0,1.0,6.0,9.0,2926.0,14220.0,8.0,32.0
Cable Head,missing,250.0,Case178,regular,Grinding Rework - Machine 27,ID4872,D,Machine 27 - Grinding,0.0,0.0,68.0,2012-01-29 09:29:00,569.0,1.0,6.0,9.0,5042.0,39159.0,17.0,32.0
Ballnut,missing,24.0,Case229,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,24.0,0.0,30.0,2012-01-29 09:30:00,570.0,1.0,6.0,9.0,2684.0,9880.0,10.0,32.0
Cable Head,missing,200.0,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0.0,0.0,61.0,2012-01-29 10:36:00,636.0,1.0,6.0,10.0,202.0,38946.0,27.0,32.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling - Machine 6,ID4932,D,Machine 6 - Turning & Milling,26.0,0.0,785.0,2012-01-29 11:22:00,682.0,1.0,6.0,11.0,270.0,29092.0,19.0,32.0
Ballnut,missing,12.0,Case269,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0.0,0.0,114.0,2012-01-29 12:00:00,720.0,1.0,6.0,12.0,200.0,28470.0,18.0,32.0
Cable Head,missing,200.0,Case187,deviant,Final Inspection Q.C.,ID4493,D,Quality Check 1,0.0,0.0,115.0,2012-01-29 12:19:00,739.0,1.0,6.0,12.0,103.0,39049.0,28.0,31.0
Cable Head,missing,557.0,Case18,deviant,Laser Marking - Machine 7,ID4882,D,Machine 7- Laser Marking,182.0,0.0,131.0,2012-01-29 12:54:00,774.0,1.0,6.0,12.0,2890.0,16283.0,60.0,31.0
Punch Holder,missing,350.0,Case188,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,27.0,0.0,360.0,2012-01-29 13:00:00,780.0,1.0,6.0,13.0,17378.0,38890.0,6.0,31.0
other,missing,35.0,Case268,deviant,Turning & Milling - Machine 8,ID0997,D,Machine 8 - Turning & Milling,7.0,0.0,129.0,2012-01-29 13:40:00,820.0,1.0,6.0,13.0,745.0,5572.0,9.0,30.0
other,missing,16.0,Case190,regular,Turning & Milling Q.C.,ID4493,D,Quality Check 1,0.0,0.0,143.0,2012-01-29 13:42:00,822.0,1.0,6.0,13.0,27237.0,28122.0,3.0,30.0
Spur Gear,missing,251.0,Case10,deviant,Flat Grinding - Machine 11,ID0998,D,Machine 11 - Grinding,100.0,0.0,417.0,2012-01-29 15:06:00,906.0,1.0,6.0,15.0,3006.0,17521.0,21.0,30.0
Cable Head,missing,185.0,Case225,deviant,Lapping - Machine 1,ID0998,D,Machine 1 - Lapping,63.0,0.0,73.0,2012-01-29 15:06:00,906.0,1.0,6.0,15.0,4296.0,34514.0,24.0,30.0
Cable Head,missing,185.0,Case225,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0.0,0.0,107.0,2012-01-29 15:41:00,941.0,1.0,6.0,15.0,35.0,34549.0,25.0,30.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling - Machine 6,ID4529,D,Machine 6 - Turning & Milling,18.0,0.0,241.0,2012-01-29 15:45:00,945.0,1.0,6.0,15.0,263.0,29355.0,20.0,30.0
Ballnut,missing,12.0,Case269,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0.0,0.0,155.0,2012-01-29 15:55:00,955.0,1.0,6.0,15.0,235.0,28705.0,19.0,30.0
Spur Gear,missing,69.0,Case12,regular,Turning - Machine 9,ID4641,D,Machine 9 - Turning & Milling,13.0,0.0,412.0,2012-01-29 15:58:00,958.0,1.0,6.0,15.0,3067.0,4858.0,7.0,30.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling Q.C.,ID4163,D,Quality Check 1,85.0,0.0,212.0,2012-01-29 16:52:00,1012.0,1.0,6.0,16.0,238.0,16521.0,61.0,30.0
Housing,missing,20.0,Case34,regular,Turning & Milling - Machine 10,ID4132,S,Machine 10 - Grinding,1.0,0.0,521.0,2012-01-29 17:43:00,1063.0,1.0,6.0,17.0,0.0,0.0,1.0,31.0
Cable Head,missing,10.0,Case3,regular,Turning & Milling - Machine 5,ID4167,S,Machine 5 - Turning & Milling,2.0,0.0,635.0,2012-01-29 17:59:00,1079.0,1.0,6.0,17.0,0.0,0.0,1.0,32.0
Punch Holder,missing,350.0,Case267,deviant,Wire Cut - Machine 13,ID3767,D,Wire Cut - Machine 13,28.0,0.0,300.0,2012-01-29 18:00:00,1080.0,1.0,6.0,18.0,3210.0,34562.0,37.0,32.0
Cable Head,missing,10.0,Case3,regular,Turning & Milling Q.C.,ID4163,S,Quality Check 1,0.0,0.0,69.0,2012-01-29 18:01:00,1081.0,1.0,6.0,18.0,2.0,2.0,2.0,32.0
Housing,missing,20.0,Case34,regular,Turning & Milling - Machine 10,ID3846,S,Machine 10 - Grinding,1.0,0.0,115.0,2012-01-29 19:54:00,1194.0,1.0,6.0,19.0,131.0,131.0,2.0,32.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling - Machine 6,ID4429,D,Machine 6 - Turning & Milling,8.0,0.0,218.0,2012-01-29 19:57:00,1197.0,1.0,6.0,19.0,252.0,29607.0,21.0,32.0
Spur Gear,missing,69.0,Case12,regular,Turning - Machine 9,ID3846,D,Machine 9 - Turning & Milling,14.0,0.0,348.0,2012-01-29 21:59:00,1319.0,1.0,6.0,21.0,361.0,5219.0,8.0,32.0
Punch Holder,missing,350.0,Case267,deviant,Wire Cut - Machine 13,other,D,Wire Cut - Machine 13,22.0,0.0,360.0,2012-01-29 23:00:00,1380.0,1.0,6.0,23.0,300.0,34862.0,38.0,32.0
Cable Head,missing,10.0,Case3,regular,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,8.0,0.0,194.0,2012-01-29 23:23:00,1403.0,1.0,6.0,23.0,322.0,324.0,3.0,32.0
Housing,missing,20.0,Case34,regular,Turning & Milling - Machine 10,ID3846,D,Machine 10 - Grinding,6.0,0.0,231.0,2012-01-29 23:45:00,1425.0,1.0,6.0,23.0,231.0,362.0,3.0,32.0
Spur Gear,missing,69.0,Case12,regular,Turning - Machine 9,ID3846,B,Machine 9 - Turning & Milling,0.0,0.0,105.0,2012-01-29 23:45:00,1425.0,1.0,6.0,23.0,106.0,5325.0,9.0,32.0
Ballnut,missing,24.0,Case229,regular,Packing,ID4820,D,Packing,24.0,0.0,60.0,2012-01-30 01:00:00,60.0,1.0,0.0,1.0,930.0,10810.0,11.0,29.0
Ballnut,missing,16.0,Case239,regular,Packing,ID4820,D,Packing,16.0,0.0,60.0,2012-01-30 01:00:00,60.0,1.0,0.0,1.0,3585.0,21262.0,12.0,29.0
Ballnut,missing,12.0,Case252,regular,Packing,ID4820,D,Packing,12.0,0.0,60.0,2012-01-30 01:00:00,60.0,1.0,0.0,1.0,1058.0,8263.0,11.0,29.0
Ballnut,missing,12.0,Case269,regular,Packing,ID4820,D,Packing,12.0,0.0,60.0,2012-01-30 01:00:00,60.0,1.0,0.0,1.0,545.0,29250.0,20.0,29.0
Plug,missing,13.0,Case25,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,0.0,0.0,75.0,2012-01-30 01:15:00,75.0,1.0,0.0,1.0,949.0,15169.0,9.0,29.0
Cable Head,missing,185.0,Case225,deviant,Round Grinding - Machine 3,ID4385,S,Machine 3 - Round Grinding,0.0,0.0,240.0,2012-01-30 03:20:00,200.0,1.0,0.0,3.0,699.0,35248.0,26.0,29.0
Cable Head,missing,10.0,Case1,deviant,Turning & Milling - Machine 4,ID4932,S,Machine 4 - Turning & Milling,1.0,0.0,379.0,2012-01-30 05:43:00,343.0,1.0,0.0,5.0,0.0,0.0,1.0,30.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling - Machine 6,ID4794,D,Machine 6 - Turning & Milling,30.0,0.0,640.0,2012-01-30 06:39:00,399.0,1.0,0.0,6.0,642.0,30249.0,22.0,30.0
Cable Head,missing,10.0,Case1,deviant,Turning & Milling - Machine 4,ID4932,D,Machine 4 - Turning & Milling,1.0,0.0,58.0,2012-01-30 06:42:00,402.0,1.0,0.0,6.0,59.0,59.0,2.0,30.0
Housing,missing,20.0,Case34,regular,Turning & Milling - Machine 10,ID4932,D,Machine 10 - Grinding,10.0,0.0,418.0,2012-01-30 06:44:00,404.0,1.0,0.0,6.0,419.0,781.0,4.0,30.0
Cable Head,missing,10.0,Case1,deviant,Turning & Milling - Machine 4,ID4167,S,Machine 4 - Turning & Milling,0.0,0.0,22.0,2012-01-30 07:21:00,441.0,1.0,0.0,7.0,39.0,98.0,3.0,30.0
Cable Head,missing,250.0,Case178,regular,Grinding Rework - Machine 27,ID4872,D,Machine 27 - Grinding,0.0,0.0,18.0,2012-01-30 07:30:00,450.0,1.0,0.0,7.0,1321.0,40480.0,18.0,30.0
Cable Head,missing,10.0,Case3,regular,Turning & Milling Q.C.,ID4163,D,Quality Check 1,10.0,0.0,40.0,2012-01-30 07:40:00,460.0,1.0,0.0,7.0,497.0,821.0,4.0,30.0
Housing,missing,20.0,Case34,regular,Turning & Milling - Machine 10,ID4132,D,Machine 10 - Grinding,2.0,0.0,64.0,2012-01-30 08:06:00,486.0,1.0,0.0,8.0,82.0,863.0,5.0,30.0
Cable Head,missing,10.0,Case3,regular,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,10.0,0.0,20.0,2012-01-30 08:28:00,508.0,1.0,0.0,8.0,48.0,869.0,5.0,30.0
Cable Head,missing,557.0,Case18,deviant,Turning & Milling - Machine 5,ID4167,D,Machine 5 - Turning & Milling,8.0,0.0,62.0,2012-01-30 08:35:00,515.0,1.0,0.0,8.0,943.0,17464.0,62.0,30.0
Cable Head,missing,185.0,Case225,deviant,Final Inspection Q.C.,ID4163,D,Quality Check 1,0.0,0.0,60.0,2012-01-30 08:40:00,520.0,1.0,0.0,8.0,320.0,35568.0,27.0,30.0
Plug,missing,13.0,Case25,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,1.0,0.0,5.0,2012-01-30 09:07:00,547.0,1.0,0.0,9.0,472.0,15641.0,10.0,30.0
Cable Head,missing,557.0,Case18,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,58.0,0.0,66.0,2012-01-30 09:34:00,574.0,1.0,0.0,9.0,59.0,17523.0,63.0,30.0
Spur Gear,missing,69.0,Case12,regular,Turning - Machine 9,ID4641,D,Machine 9 - Turning & Milling,5.0,0.0,164.0,2012-01-30 09:41:00,581.0,1.0,0.0,9.0,596.0,5921.0,10.0,30.0
Housing,missing,20.0,Case34,regular,Turning & Milling Q.C.,ID4287,D,Quality Check 1,20.0,0.0,176.0,2012-01-30 10:00:00,600.0,1.0,0.0,10.0,114.0,977.0,6.0,30.0
Plug,missing,13.0,Case25,deviant,Lapping - Machine 1,ID4882,D,Machine 1 - Lapping,12.0,0.0,55.0,2012-01-30 10:04:00,604.0,1.0,0.0,10.0,57.0,15698.0,11.0,30.0
Plug,missing,13.0,Case25,deviant,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0.0,0.0,75.0,2012-01-30 10:20:00,620.0,1.0,0.0,10.0,16.0,15714.0,12.0,30.0
Ballnut,missing,50.0,Case258,deviant,Laser Marking - Machine 7,ID0998,D,Machine 7- Laser Marking,50.0,0.0,41.0,2012-01-30 10:29:00,629.0,1.0,0.0,10.0,14578.0,19349.0,10.0,30.0
Ballnut,Y,315.0,Case260,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,211.0,2012-01-30 10:29:00,629.0,1.0,0.0,10.0,230.0,30479.0,23.0,30.0
Ballnut,missing,12.0,Case269,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,12.0,0.0,31.0,2012-01-30 10:31:00,631.0,1.0,0.0,10.0,571.0,29821.0,21.0,29.0
Cable Head,missing,10.0,Case1,deviant,Turning & Milling - Machine 4,ID4167,D,Machine 4 - Turning & Milling,8.0,0.0,217.0,2012-01-30 10:58:00,658.0,1.0,0.0,10.0,217.0,315.0,4.0,28.0
Ballnut,missing,50.0,Case258,deviant,Turning & Milling Q.C.,ID4618,D,Quality Check 1,0.0,0.0,15.0,2012-01-30 11:00:00,660.0,1.0,0.0,11.0,31.0,19380.0,11.0,28.0
Plug,missing,13.0,Case25,deviant,Round Grinding - Manual,ID4872,S,Machine 27 - Grinding,0.0,0.0,150.0,2012-01-30 11:36:00,696.0,1.0,0.0,11.0,76.0,15790.0,13.0,28.0
Spur Gear,missing,69.0,Case12,regular,Turning Q.C.,ID4618,D,Quality Check 1,69.0,0.0,75.0,2012-01-30 11:44:00,704.0,1.0,0.0,11.0,123.0,6044.0,11.0,28.0
Cable Head,Y,17.0,Case185,regular,Final Inspection Q.C.,ID4287,D,Quality Check 1,0.0,5.0,78.0,2012-01-30 12:18:00,738.0,1.0,0.0,12.0,5898.0,39543.0,10.0,28.0
